"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"355",355,23,1169,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.8,"squares",0.2,232,332,233,"red",212232,"True",3,2,1,17,18,26,0.33333,0.53333,0.13333,0.33333,0.33333,0.33333,NA,NA,NA,NA,0.65215,0.34785,NA,NA,1,NA,0.65215,0.34785,NA,0.76241,0.23759,NA,NA,1,NA,0.76241,0.23759,213222
"356",356,23,854,16,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,131,332,221,"cloud",112122,"False",1,3,2,7,18,5,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.67476,0.16262,0.16262,NA,0.32524,0.67476,0.67476,0.32524,NA,0.53085,0.23457,0.23457,NA,0.18135,0.81865,0.81865,0.18135,NA,112122
"357",357,23,813,17,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,213,222,331,"green",112111,"False",3,2,1,20,14,9,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,NA,0.71269,0.28731,0.71269,0.14366,0.14366,0.14366,0.14366,0.71269,NA,0.81865,0.18135,0.58023,0.20989,0.20989,0.20989,0.20989,0.58023,112111
"358",358,23,2280,18,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,222,222,212,"striped",213232,"False",2,1,3,14,14,11,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,NA,1,NA,0.34113,0.65887,NA,NA,1,NA,NA,1,NA,0.23445,0.76555,NA,NA,1,NA,213232
"359",359,23,171,19,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0,"squares",0.95,322,222,222,"striped",323212,"True",2,3,1,15,14,14,0.34483,0,0.65517,NA,NA,NA,0.33333,0.33333,0.33333,NA,0.35737,0.64263,NA,1,NA,NA,1,NA,NA,0.25577,0.74423,NA,1,NA,NA,1,NA,323212
"360",360,23,1535,20,"English","clouds",0.8,"circles",0.5,"squares",0.15,"blue things",0.85,"red things",0.5,"green things",0.05,111,113,313,"solid",322112,"True",2,1,3,1,19,21,0.55172,0.34483,0.10345,NA,NA,NA,0.60714,0.35714,0.03571,0.63543,NA,0.36457,1,NA,NA,0.63543,NA,0.36457,0.74,NA,0.26,1,NA,NA,0.74,NA,0.26,322112
"361",361,24,661,6,"English","solid things",0.8,"striped things",0.2,"polka-dotted things",0.5,"clouds",0.5,"circles",0.3,"squares",0.7,312,222,333,"red",212211,"True",3,2,1,12,14,27,0.33333,0.2,0.46667,0.53333,0.13333,0.33333,NA,NA,NA,NA,0.46621,0.53379,0.53379,0.23311,0.23311,NA,0.53379,0.46621,NA,0.40844,0.59156,0.43109,0.28445,0.28445,NA,0.59156,0.40844,212211
"362",362,24,1761,7,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.6,"striped things",0.4,"polka-dotted things",0.5,313,313,323,"green",322132,"True",3,1,2,21,21,24,0.33333,0.33333,0.33333,0.4,0.26667,0.33333,NA,NA,NA,NA,NA,1,0.53246,0.46754,NA,NA,NA,1,NA,NA,1,0.59322,0.40678,NA,NA,NA,1,323221
"363",363,24,330,8,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.25,"red things",0.8,"green things",0.5,312,311,333,"solid",213211,"True",2,1,3,12,3,27,0.33333,0.33333,0.33333,NA,NA,NA,0.16129,0.51613,0.32258,NA,NA,1,0.54084,NA,0.45916,0.22958,0.54084,0.22958,NA,NA,1,0.59794,NA,0.40206,0.2835,0.433,0.2835,213211
"364",364,24,1641,9,"English","blue things",0.5,"red things",0.75,"green things",0.25,"clouds",0.5,"circles",0.7,"squares",0.35,212,313,133,"solid",211112,"True",2,3,1,11,21,25,0.32258,0.45161,0.22581,NA,NA,NA,0.33333,0.5,0.16667,0.23312,0.53376,0.23312,0.53376,NA,0.46624,NA,0.53376,0.46624,0.27949,0.44102,0.27949,0.58322,NA,0.41678,NA,0.58322,0.41678,211211
"365",365,24,844,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,113,323,232,"solid",112111,"False",2,3,1,19,24,17,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.56137,0.21932,0.21932,0.56137,0.21932,0.21932,NA,0.43863,0.56137,0.46831,0.26585,0.26585,0.46831,0.26585,0.26585,NA,0.38901,0.61099,112111
"366",366,24,1784,11,"English","blue things",0.3,"red things",0.5,"green things",0.6,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,123,121,"cloud",322132,"True",1,3,2,22,22,4,NA,NA,NA,0.33333,0.33333,0.33333,0.21429,0.35714,0.42857,1,NA,NA,NA,1,NA,0.46754,NA,0.53246,1,NA,NA,NA,1,NA,0.40678,NA,0.59322,323221
"367",367,24,777,12,"English","clouds",0.5,"circles",0.5,"squares",0.25,"solid things",0.35,"striped things",0.65,"polka-dotted things",0.5,122,312,313,"red",211212,"True",3,1,2,13,12,21,0.4,0.4,0.2,0.23333,0.43333,0.33333,NA,NA,NA,0.52014,NA,0.47986,0.47986,0.52014,NA,NA,0.52014,0.47986,0.58077,NA,0.41923,0.41923,0.58077,NA,NA,0.58077,0.41923,211212
"368",368,24,2081,13,"English","clouds",0.35,"circles",0.35,"squares",0.6,"blue things",0.35,"red things",0.35,"green things",0.65,323,222,121,"striped",321111,"True",2,1,3,24,14,4,0.26923,0.26923,0.46154,NA,NA,NA,0.25926,0.25926,0.48148,0.2273,0.2273,0.5454,NA,1,NA,0.2273,0.2273,0.5454,0.28312,0.28312,0.43377,NA,1,NA,0.28312,0.28312,0.43377,321111
"369",369,24,1687,14,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,131,213,213,"polka-dotted",121212,"False",2,3,1,7,20,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.54312,0.45688,NA,0.45688,NA,0.54312,0.54312,NA,0.45688,0.61099,0.38901,NA,0.38901,NA,0.61099,0.61099,NA,0.38901,121212
"370",370,24,888,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,321,332,123,"blue",112122,"False",3,1,2,6,18,22,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.45688,NA,0.54312,NA,0.54312,0.45688,0.54312,0.22844,0.22844,0.38901,NA,0.61099,NA,0.61099,0.38901,0.44131,0.27934,0.27934,112122
"371",371,24,2127,16,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,331,211,"cloud",111112,"False",1,3,2,22,9,2,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.54979,0.22511,0.22511,0.22511,0.54979,0.22511,0.45021,NA,0.54979,0.45331,0.27334,0.27334,0.27334,0.45331,0.27334,0.39594,NA,0.60406,111211
"372",372,24,781,17,"English","blue things",0.7,"red things",0.5,"green things",0.35,"clouds",0.6,"circles",0.5,"squares",0.35,131,333,313,"polka-dotted",211212,"True",2,3,1,7,27,21,0.41379,0.34483,0.24138,NA,NA,NA,0.45161,0.32258,0.22581,0.52014,NA,0.47986,0.47986,NA,0.52014,0.52014,NA,0.47986,0.58077,NA,0.41923,0.41923,NA,0.58077,0.58077,NA,0.41923,211212
"373",373,24,834,18,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,223,231,312,"striped",112111,"False",2,1,3,23,8,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,NA,0.56137,0.43863,0.21932,0.56137,0.21932,0.21932,0.21932,0.56137,NA,0.61099,0.38901,0.26585,0.46831,0.26585,0.26585,0.26585,0.46831,112111
"374",374,24,1626,19,"English","clouds",0.7,"circles",0.5,"squares",0.35,"solid things",0.65,"striped things",0.5,"polka-dotted things",0.35,113,333,322,"green",211112,"True",3,1,2,19,27,15,0.45161,0.32258,0.22581,0.43333,0.33333,0.23333,NA,NA,NA,0.53376,NA,0.46624,0.53376,0.23312,0.23312,NA,0.46624,0.53376,0.58322,NA,0.41678,0.44102,0.27949,0.27949,NA,0.41678,0.58322,211211
"375",375,24,1432,20,"English","blue things",0.7,"red things",0.35,"green things",0.5,"solid things",0.4,"striped things",0.75,"polka-dotted things",0.25,321,331,312,"square",322111,"True",1,3,2,6,9,12,NA,NA,NA,0.28571,0.53571,0.17857,0.45161,0.22581,0.32258,NA,NA,1,0.23249,0.53503,0.23249,0.53503,0.46497,NA,NA,NA,1,0.28459,0.43083,0.28459,0.59364,0.40636,NA,322111
"376",391,26,499,6,"English","solid things",0.6,"striped things",0.2,"polka-dotted things",0.2,"blue things",0.35,"red things",0.35,"green things",0.75,313,322,231,"square",211111,"True",1,2,3,21,15,8,NA,NA,NA,0.6,0.2,0.2,0.24138,0.24138,0.51724,NA,0.4726,0.5274,0.5274,0.2363,0.2363,0.2363,0.2363,0.5274,NA,0.41153,0.58847,0.39763,0.30119,0.30119,0.30119,0.30119,0.39763,211111
"377",392,26,1587,7,"English","blue things",0.3,"red things",0.6,"green things",0.5,"clouds",0.75,"circles",0.6,"squares",0.3,112,112,313,"solid",322121,"True",2,3,1,10,10,21,0.45455,0.36364,0.18182,NA,NA,NA,0.21429,0.42857,0.35714,0.5217,NA,0.4783,1,NA,NA,NA,0.5217,0.4783,0.58295,NA,0.41705,1,NA,NA,NA,0.58295,0.41705,322121
"378",393,26,2047,8,"English","solid things",0.5,"striped things",0.35,"polka-dotted things",0.6,"blue things",0.6,"red things",0.5,"green things",0.45,131,133,121,"cloud",322122,"True",1,2,3,7,25,4,NA,NA,NA,0.34483,0.24138,0.41379,0.3871,0.32258,0.29032,1,NA,NA,NA,0.47603,0.52397,0.52397,NA,0.47603,1,NA,NA,NA,0.41327,0.58673,0.58673,NA,0.41327,322122
"379",394,26,1693,9,"English","clouds",0.5,"circles",0.3,"squares",0.55,"blue things",0.6,"red things",0.5,"green things",0.35,311,233,233,"solid",121212,"False",2,1,3,3,26,26,0.37037,0.22222,0.40741,NA,NA,NA,0.41379,0.34483,0.24138,NA,0.47906,0.52094,0.52094,NA,0.47906,0.52094,NA,0.47906,NA,0.41831,0.58169,0.58169,NA,0.41831,0.58169,NA,0.41831,121212
"380",395,26,424,10,"English","solid things",0.45,"striped things",0.6,"polka-dotted things",0.45,"clouds",0.4,"circles",0.6,"squares",0.5,222,132,112,"red",321112,"True",3,2,1,14,16,10,0.26667,0.4,0.33333,0.3,0.4,0.3,NA,NA,NA,0.46649,0.53351,NA,0.23325,0.53351,0.23325,NA,1,NA,0.41518,0.58482,NA,0.28136,0.43728,0.28136,NA,1,NA,321211
"381",396,26,436,11,"English","solid things",0.5,"striped things",0.35,"polka-dotted things",0.6,"blue things",0.45,"red things",0.45,"green things",0.6,233,222,221,"circle",321112,"True",1,2,3,26,14,5,NA,NA,NA,0.34483,0.24138,0.41379,0.3,0.3,0.4,NA,1,NA,NA,0.46649,0.53351,0.23325,0.23325,0.53351,NA,1,NA,NA,0.41518,0.58482,0.28136,0.28136,0.43728,321211
"382",397,26,2094,12,"English","clouds",0.6,"circles",0.4,"squares",0.4,"solid things",0.4,"striped things",0.6,"polka-dotted things",0.4,121,231,311,"blue",321111,"True",3,1,2,4,8,3,0.42857,0.28571,0.28571,0.28571,0.42857,0.28571,NA,NA,NA,0.5378,0.2311,0.2311,0.2311,0.5378,0.2311,1,NA,NA,0.43014,0.28493,0.28493,0.28493,0.43014,0.28493,1,NA,NA,321111
"383",398,26,1491,13,"English","solid things",0.5,"striped things",0.45,"polka-dotted things",0.6,"clouds",0.5,"circles",0.5,"squares",0.5,133,111,121,"green",123211,"False",3,2,1,25,1,4,0.33333,0.33333,0.33333,0.32258,0.29032,0.3871,NA,NA,NA,1,NA,NA,0.22928,0.22928,0.54143,0.45857,NA,0.54143,1,NA,NA,0.27926,0.27926,0.44148,0.41153,NA,0.58847,123211
"384",399,26,330,14,"English","blue things",0.35,"red things",0.6,"green things",0.6,"clouds",0.5,"circles",0.5,"squares",0.5,312,311,333,"solid",213211,"True",2,3,1,12,3,27,0.33333,0.33333,0.33333,NA,NA,NA,0.22581,0.3871,0.3871,NA,NA,1,0.5352,NA,0.4648,0.2324,0.5352,0.2324,NA,NA,1,0.58847,NA,0.41153,0.28271,0.43457,0.28271,213211
"385",400,26,736,15,"English","blue things",0.65,"red things",0.5,"green things",0.4,"solid things",0.35,"striped things",0.45,"polka-dotted things",0.5,211,213,321,"circle",212122,"True",1,3,2,2,20,6,NA,NA,NA,0.26923,0.34615,0.38462,0.41935,0.32258,0.25806,NA,0.52983,0.47017,0.52983,0.47017,NA,0.52983,NA,0.47017,NA,0.59649,0.40351,0.59649,0.40351,NA,0.59649,NA,0.40351,212122
"386",401,26,114,16,"English","blue things",0.6,"red things",0.45,"green things",0.45,"clouds",0.45,"circles",0.4,"squares",0.5,311,211,123,"solid",212111,"True",2,3,1,3,2,22,0.33333,0.2963,0.37037,NA,NA,NA,0.4,0.3,0.3,0.23279,0.23279,0.53442,0.53442,0.46558,NA,0.53442,NA,0.46558,0.28178,0.28178,0.43643,0.58953,0.41047,NA,0.58953,NA,0.41047,212111
"387",402,26,866,17,"English","blue things",0.45,"red things",0.6,"green things",0.5,"clouds",0.35,"circles",0.5,"squares",0.6,312,331,122,"solid",112122,"False",2,3,1,12,9,13,0.24138,0.34483,0.41379,NA,NA,NA,0.29032,0.3871,0.32258,0.47603,NA,0.52397,0.52397,0.23802,0.23802,0.47603,0.52397,NA,0.41327,NA,0.58673,0.42983,0.28509,0.28509,0.41327,0.58673,NA,112122
"388",403,26,1816,18,"English","clouds",0.6,"circles",0.4,"squares",0.5,"solid things",0.5,"striped things",0.6,"polka-dotted things",0.5,121,123,213,"blue",122121,"False",3,1,2,4,22,20,0.4,0.26667,0.33333,0.3125,0.375,0.3125,NA,NA,NA,0.52627,0.47373,NA,0.47373,0.52627,NA,0.52627,NA,0.47373,0.59057,0.40943,NA,0.40943,0.59057,NA,0.59057,NA,0.40943,122121
"389",404,26,253,19,"English","blue things",0.5,"red things",0.6,"green things",0.4,"solid things",0.6,"striped things",0.5,"polka-dotted things",0.5,332,313,132,"square",212222,"True",1,3,2,18,21,16,NA,NA,NA,0.375,0.3125,0.3125,0.33333,0.4,0.26667,0.47009,NA,0.52991,0.47009,NA,0.52991,NA,0.52991,0.47009,0.40337,NA,0.59663,0.40337,NA,0.59663,NA,0.59663,0.40337,212222
"390",405,26,1496,20,"English","blue things",0.45,"red things",0.45,"green things",0.55,"solid things",0.5,"striped things",0.6,"polka-dotted things",0.45,123,222,221,"cloud",123211,"False",1,3,2,22,14,5,NA,NA,NA,0.32258,0.3871,0.29032,0.31034,0.31034,0.37931,0.54143,0.45857,NA,NA,1,NA,0.22928,0.22928,0.54143,0.58847,0.41153,NA,NA,1,NA,0.27926,0.27926,0.44148,123211
"391",406,27,2358,6,"English","blue things",0,"red things",0,"green things",0.5,"clouds",0,"circles",0.5,"squares",0,213,233,223,"solid",113232,"False",2,3,1,20,26,23,0,1,0,NA,NA,NA,0,0,1,NA,1,NA,0.98636,0.00682,0.00682,NA,NA,1,NA,1,NA,0.98637,0.00682,0.00682,NA,NA,1,113232
"392",407,27,1512,7,"English","solid things",0,"striped things",0.5,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,122,123,133,"cloud",322112,"True",1,2,3,13,22,25,NA,NA,NA,0,1,0,0,1,0,1,NA,NA,NA,0.98363,0.01637,NA,0.98363,0.01637,1,NA,NA,NA,0.98215,0.01785,NA,0.98215,0.01785,322112
"393",408,27,2088,8,"English","solid things",0.05,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0.95,"green things",0,122,111,133,"cloud",321111,"True",1,2,3,13,1,25,NA,NA,NA,0.04762,0.95238,0,0,1,0,1,NA,NA,0.00634,0.98732,0.00634,0.00634,0.98732,0.00634,1,NA,NA,0.00478,0.99044,0.00478,0.00478,0.99044,0.00478,321111
"394",409,27,1725,9,"English","clouds",0,"circles",1,"squares",0,"solid things",1,"striped things",0.05,"polka-dotted things",0,211,231,333,"blue",212112,"True",3,1,2,2,8,27,0,1,0,0.95238,0.04762,0,NA,NA,NA,NA,0.98512,0.01488,0.98512,NA,0.01488,0.98512,NA,0.01488,NA,0.98452,0.01548,0.98452,NA,0.01548,0.98452,NA,0.01548,212112
"395",410,27,2028,10,"English","clouds",0.5,"circles",0.05,"squares",0.05,"solid things",0.95,"striped things",0,"polka-dotted things",0.05,113,133,213,"green",322122,"True",3,1,2,19,25,20,0.83333,0.08333,0.08333,0.95,0,0.05,NA,NA,NA,0.99153,0.00847,NA,0.99153,NA,0.00847,NA,NA,1,0.99392,0.00608,NA,0.99392,NA,0.00608,NA,NA,1,322122
"396",411,27,935,11,"English","blue things",0,"red things",0,"green things",1,"clouds",0.5,"circles",0.05,"squares",0,133,133,212,"polka-dotted",212121,"False",2,3,1,25,25,11,0.90909,0.09091,0,NA,NA,NA,0,0,1,0.98927,0.01073,NA,0.01073,NA,0.98927,NA,0.01073,0.98927,0.99057,0.00943,NA,0.00943,NA,0.99057,NA,0.00943,0.99057,212121
"397",412,27,1963,12,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,312,312,312,"red",323232,"False",3,1,2,12,12,12,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,323232
"398",413,27,453,13,"English","clouds",0.95,"circles",0,"squares",0,"solid things",1,"striped things",0,"polka-dotted things",0.05,112,332,221,"red",211111,"True",3,1,2,10,18,5,1,0,0,0.95238,0,0.04762,NA,NA,NA,0.98732,0.00634,0.00634,0.98732,0.00634,0.00634,0.01268,0.98732,NA,0.99044,0.00478,0.00478,0.99044,0.00478,0.00478,0.01366,0.98634,NA,211111
"399",414,27,1304,14,"English","solid things",0,"striped things",0,"polka-dotted things",0.5,"blue things",0,"red things",0.5,"green things",0,232,331,312,"circle",122122,"False",1,2,3,17,9,12,NA,NA,NA,0,0,1,0,1,0,NA,0.98512,0.01488,0.01488,NA,0.98512,0.01488,0.98512,NA,NA,0.98452,0.01548,0.01548,NA,0.98452,0.01548,0.98452,NA,122122
"400",415,27,1477,15,"English","blue things",0,"red things",0,"green things",0.5,"solid things",1,"striped things",0,"polka-dotted things",0,313,123,133,"square",123211,"False",1,3,2,21,22,25,NA,NA,NA,1,0,0,0,0,1,0.01424,NA,0.98576,0.98576,0.00712,0.00712,NA,NA,1,0.01365,NA,0.98635,0.98414,0.00793,0.00793,NA,NA,1,123211
"401",416,27,267,16,"English","clouds",0,"circles",0.5,"squares",0,"solid things",0,"striped things",0,"polka-dotted things",0.5,233,123,232,"green",212222,"True",3,1,2,26,22,17,0,1,0,0,0,1,NA,NA,NA,0.01488,0.98512,NA,NA,0.01488,0.98512,NA,0.01488,0.98512,0.01548,0.98452,NA,NA,0.01548,0.98452,NA,0.01548,0.98452,212222
"402",417,27,1032,17,"English","clouds",0,"circles",1,"squares",0,"solid things",0,"striped things",0.55,"polka-dotted things",0,221,311,323,"blue",212212,"True",3,1,2,5,3,24,0,1,0,0,1,0,NA,NA,NA,NA,0.98512,0.01488,0.01488,0.98512,NA,0.98512,NA,0.01488,NA,0.98452,0.01548,0.01548,0.98452,NA,0.98452,NA,0.01548,212212
"403",418,27,1448,18,"English","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0,"green things",0.5,123,113,131,"cloud",322111,"True",1,2,3,22,19,7,NA,NA,NA,0,1,0,0,0,1,1,NA,NA,0.00744,0.98512,0.00744,0.01488,NA,0.98512,1,NA,NA,0.00795,0.98411,0.00795,0.01451,NA,0.98549,322111
"404",419,27,338,19,"English","clouds",0,"circles",0,"squares",1,"solid things",0.5,"striped things",0,"polka-dotted things",0,312,112,213,"red",213211,"True",3,1,2,12,10,20,0,0,1,1,0,0,NA,NA,NA,0.00712,0.00712,0.98576,1,NA,NA,NA,0.98576,0.01424,0.00793,0.00793,0.98414,1,NA,NA,NA,0.98635,0.01365,213211
"405",420,27,1540,20,"English","solid things",0,"striped things",1,"polka-dotted things",0.05,"clouds",0,"circles",0,"squares",0.5,323,313,113,"green",322112,"True",3,2,1,24,21,19,0,0,1,0,0.95238,0.04762,NA,NA,NA,0.01637,NA,0.98363,0.01637,0.98363,NA,NA,NA,1,0.01785,NA,0.98215,0.01785,0.98215,NA,NA,NA,1,322112
"406",421,28,175,6,"english","solid things",0.45,"striped things",0.55,"polka-dotted things",0.5,"blue things",0.5,"red things",0.95,"green things",0.5,222,223,223,"circle",323212,"True",1,2,3,14,23,23,NA,NA,NA,0.3,0.36667,0.33333,0.25641,0.48718,0.25641,NA,1,NA,NA,1,NA,NA,0.48681,0.51319,NA,1,NA,NA,1,NA,NA,0.53933,0.46067,323212
"407",422,28,420,7,"english","clouds",0.5,"circles",0.5,"squares",0.85,"blue things",0.5,"red things",0.5,"green things",0.8,323,121,221,"striped",321112,"True",2,1,3,24,4,5,0.27027,0.27027,0.45946,NA,NA,NA,0.27778,0.27778,0.44444,0.25485,0.25485,0.4903,NA,1,NA,0.5097,NA,0.4903,0.3109,0.3109,0.3782,NA,1,NA,0.46064,NA,0.53936,321211
"408",423,28,1755,8,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.65,"circles",0.5,"squares",0.5,131,131,331,"polka-dotted",322132,"True",2,3,1,7,7,9,0.39394,0.30303,0.30303,NA,NA,NA,0.33333,0.33333,0.33333,0.4911,NA,0.5089,NA,NA,1,1,NA,NA,0.54249,NA,0.45751,NA,NA,1,1,NA,NA,323221
"409",424,28,885,9,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,113,131,223,"solid",112122,"False",2,3,1,19,7,23,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.49223,0.50777,NA,0.49223,0.25388,0.25388,0.50777,NA,0.49223,0.56774,0.43226,NA,0.38836,0.30582,0.30582,0.43226,NA,0.56774,112122
"410",425,28,1975,10,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,233,233,233,"green",323232,"False",3,1,2,26,26,26,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,323232
"411",426,28,1444,11,"english","clouds",0.35,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,311,111,221,"blue",322111,"True",3,1,2,3,1,5,0.25926,0.37037,0.37037,0.33333,0.33333,0.33333,NA,NA,NA,0.25039,0.25039,0.49921,0.49921,0.50079,NA,1,NA,NA,0.30453,0.30453,0.39093,0.54657,0.45343,NA,1,NA,NA,322111
"412",427,28,197,12,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.55,"circles",0.5,"squares",0.5,111,131,131,"blue",323212,"True",3,2,1,1,7,7,0.35484,0.32258,0.32258,0.33333,0.33333,0.33333,NA,NA,NA,1,NA,NA,0.48681,NA,0.51319,1,NA,NA,1,NA,NA,0.53933,NA,0.46067,1,NA,NA,323212
"413",428,28,863,13,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,232,331,122,"circle",112122,"False",1,2,3,17,9,13,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.25388,0.49223,0.25388,NA,0.50777,0.49223,0.50777,0.49223,NA,0.30582,0.38836,0.30582,NA,0.43226,0.56774,0.43226,0.56774,NA,112122
"414",429,28,1292,14,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,223,331,112,"green",111111,"False",3,2,1,23,9,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.24598,0.50804,0.24598,0.24598,0.50804,0.24598,0.24598,0.24598,0.50804,0.29665,0.4067,0.29665,0.29665,0.4067,0.29665,0.29665,0.29665,0.4067,111111
"415",430,28,865,15,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,213,221,112,"green",112122,"False",3,2,1,20,5,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.50777,0.49223,NA,0.49223,0.50777,NA,0.25388,0.25388,0.49223,0.43226,0.56774,NA,0.56774,0.43226,NA,0.30582,0.30582,0.38836,112122
"416",431,28,782,16,"english","blue things",0.5,"red things",0.5,"green things",0.8,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,133,112,212,"cloud",211212,"True",1,3,2,25,10,11,NA,NA,NA,0.33333,0.33333,0.33333,0.27778,0.27778,0.44444,0.47067,0.52933,NA,0.52933,NA,0.47067,NA,0.52933,0.47067,0.53052,0.46948,NA,0.46948,NA,0.53052,NA,0.46948,0.53052,211212
"417",432,28,467,17,"english","clouds",0.5,"circles",0.65,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.75,232,112,321,"red",211111,"True",3,1,2,17,10,6,0.30303,0.39394,0.30303,0.28571,0.28571,0.42857,NA,NA,NA,0.24424,0.51152,0.24424,0.24424,0.24424,0.51152,0.48848,0.51152,NA,0.31294,0.37412,0.31294,0.31294,0.31294,0.37412,0.45617,0.54383,NA,211111
"418",433,28,776,18,"english","blue things",0.5,"red things",0.5,"green things",0.65,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.75,133,112,312,"cloud",211212,"True",1,3,2,25,10,12,NA,NA,NA,0.28571,0.28571,0.42857,0.30303,0.30303,0.39394,0.47067,NA,0.52933,0.52933,NA,0.47067,NA,0.52933,0.47067,0.53052,NA,0.46948,0.46948,NA,0.53052,NA,0.46948,0.53052,211212
