"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post_1","Post_2","Post_3","Post_4","Post_5","Post_6","Post_7","Post_8","Post_9","PostNotOpt_1","PostNotOpt_2","PostNotOpt_3","PostNotOpt_4","PostNotOpt_5","PostNotOpt_6","PostNotOpt_7","PostNotOpt_8","PostNotOpt_9","CCode","logLik"
"427",442,29,483,12,"English","blue things",0.5,"red things",0.6,"green things",0.5,"solid things",0.65,"striped things",0.5,"polka-dotted things",0.5,112,131,223,"cloud",211111,"True",1,3,2,10,7,23,NA,NA,NA,0.39394,0.30303,0.30303,0.3125,0.375,0.3125,0.36523,0.30144,0.33333,0.4003,0.30005,0.29965,0.29965,0.4003,0.30005,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,0.66667,0.33333,211111,2.18677546951864
"428",443,29,1717,13,"English","clouds",0.5,"circles",0.5,"squares",0.6,"blue things",0.6,"red things",0.5,"green things",0.4,321,323,213,"striped",212112,"True",2,1,3,6,24,20,0.3125,0.3125,0.375,NA,NA,NA,0.4,0.33333,0.26667,0.33333,0.30144,0.36523,0.30144,0.36523,0.33333,0.39667,0.33333,0.26999,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,212112,2.18099849116304
"429",444,29,1782,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.6,"green things",0.4,312,312,313,"square",322132,"True",1,2,3,12,12,21,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.4,0.26667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.36551,0.30115,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,323221,2.18743385829227
"430",445,29,2173,15,"English","blue things",0.5,"red things",0.55,"green things",0.5,"clouds",0.4,"circles",0.6,"squares",0.45,212,323,121,"solid",121111,"False",2,3,1,11,24,4,0.27586,0.41379,0.31034,NA,NA,NA,0.32258,0.35484,0.32258,0.29993,0.40014,0.29993,0.39653,0.27013,0.33333,0.29993,0.40014,0.29993,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121111,2.1868424503774
"431",446,29,2360,16,"English","clouds",0.45,"circles",0.5,"squares",0.5,"solid things",0.6,"striped things",0.5,"polka-dotted things",0.5,112,113,111,"red",113232,"False",3,1,2,10,19,1,0.31034,0.34483,0.34483,0.375,0.3125,0.3125,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.29993,0.40014,0.29993,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113232,2.19722457733622
"432",447,29,1000,17,"English","clouds",0.45,"circles",0.4,"squares",0.6,"solid things",0.6,"striped things",0.5,"polka-dotted things",0.3,311,232,132,"blue",121112,"False",3,1,2,3,17,16,0.31034,0.27586,0.41379,0.42857,0.35714,0.21429,NA,NA,NA,0.29993,0.29993,0.40014,0.39653,0.33333,0.27013,0.39653,0.27013,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121211,2.15417758716417
"433",448,29,286,18,"English","blue things",0.5,"red things",0.5,"green things",0.6,"solid things",0.5,"striped things",0.6,"polka-dotted things",0.5,223,231,123,"circle",212222,"True",1,3,2,23,8,22,NA,NA,NA,0.3125,0.375,0.3125,0.3125,0.3125,0.375,0.30144,0.36523,0.33333,0.33333,0.36565,0.30101,0.30101,0.33333,0.36565,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,0.33333,0.66667,212222,2.19156032111441
"434",449,29,576,19,"English","solid things",0.5,"striped things",0.45,"polka-dotted things",0.5,"blue things",0.4,"red things",0.5,"green things",0.55,123,121,321,"cloud",213212,"True",1,2,3,22,4,6,NA,NA,NA,0.34483,0.31034,0.34483,0.27586,0.34483,0.37931,0.36523,0.33333,0.30144,0.33333,0.33333,0.33333,0.26999,0.33333,0.39667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,213212,2.1893725961195
"435",450,29,335,20,"English","solid things",0.45,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.6,"green things",0.5,112,111,213,"cloud",213211,"True",1,2,3,10,1,20,NA,NA,NA,0.31034,0.34483,0.34483,0.3125,0.375,0.3125,0.36523,0.30144,0.33333,0.33333,0.33333,0.33333,0.29965,0.4003,0.30005,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,213211,2.19473625847538
"436",451,30,1790,6,"English","solid things",0.5,"striped things",0.7,"polka-dotted things",0.2,"blue things",0.5,"red things",0,"green things",0,121,121,111,"cloud",322132,"True",1,2,3,4,4,1,NA,NA,NA,0.35714,0.5,0.14286,1,0,0,0.33333,0.33333,0.33333,0.05923,0.60744,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,323221,2.51422999834073
"437",452,30,162,7,"English","blue things",0,"red things",0.5,"green things",0,"solid things",0.5,"striped things",0.5,"polka-dotted things",0,312,332,332,"square",323212,"True",1,3,2,12,18,18,NA,NA,NA,0.5,0.5,0,0,1,0,0.33333,0.33333,0.33333,0.66664,0.33333,3e-05,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,323212,1.85067296801619
"438",453,30,2094,8,"English","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,121,231,311,"blue",321111,"True",3,2,1,4,8,3,1,0,0,0,1,0,NA,NA,NA,0.99588,0.00206,0.00206,0.00206,0.99588,0.00206,0.33333,0.33333,0.33333,1,0,0,0,1,0,0.33333,0.33333,0.33333,321111,0.0082644280627658
"439",454,30,1759,9,"English","clouds",0,"circles",1,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,222,222,122,"red",322132,"True",3,1,2,14,14,13,0,0.66667,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.05923,0.60744,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.79715106849182
"440",455,30,99,10,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,122,133,231,"striped",122111,"False",2,1,3,13,25,8,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,2.19722457733622
"441",456,30,41,11,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,111,321,322,"solid",122112,"False",2,3,1,1,6,15,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122112,2.19722457733622
"442",457,30,1679,12,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,312,233,233,"red",121212,"False",3,1,2,12,26,26,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121212,2.19722457733622
"443",458,30,1442,13,"English","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0.5,"red things",0,"green things",1,323,333,312,"square",322111,"True",1,2,3,24,27,12,NA,NA,NA,0,1,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.00397,0.99398,0.00206,0.33333,0.00527,0.6614,0.33333,0.33333,0.33333,0,1,0,0.33333,0,0.66667,322111,0.647842879015885
"444",459,30,1518,14,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"blue things",1,"red things",0.5,"green things",0,121,123,113,"cloud",322112,"True",1,2,3,4,22,19,NA,NA,NA,0,0.66667,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.02173,0.64494,0.33333,0.66658,0.33333,8e-05,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0.33333,0,322112,1.29520326984121
"445",460,30,588,15,"English","clouds",0.5,"circles",0,"squares",1,"blue things",0.5,"red things",0.5,"green things",0.5,332,232,212,"polka-dotted",213212,"True",2,1,3,18,17,11,0.33333,0,0.66667,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,9e-05,0.66658,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213212,1.73521644680386
"446",461,30,535,16,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,322,321,333,"red",112132,"False",3,1,2,15,6,27,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,2.19722457733622
"447",462,30,1780,17,"English","blue things",1,"red things",0,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,221,221,222,"striped",322132,"True",2,3,1,5,5,14,0.33333,0.33333,0.33333,NA,NA,NA,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.60744,0.05923,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,323221,1.79715106849182
"448",463,30,1636,18,"English","blue things",0.5,"red things",1,"green things",0,"solid things",1,"striped things",0.5,"polka-dotted things",0,312,333,131,"square",211112,"True",1,3,2,12,27,7,NA,NA,NA,0.66667,0.33333,0,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.66594,0.33333,0.00072,0.25609,0.74311,0.00081,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.30769,0.69231,0,211211,1.28926121152797
"449",464,30,259,19,"English","clouds",1,"circles",0,"squares",0.5,"solid things",1,"striped things",0.5,"polka-dotted things",0,113,233,112,"green",212222,"True",3,1,2,19,26,10,0.66667,0,0.33333,0.66667,0.33333,0,NA,NA,NA,0.63876,0.02791,0.33333,0.63876,0.33333,0.02791,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,212222,1.33005167350545
"450",465,30,2306,20,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,233,133,133,"circle",123232,"False",1,3,2,26,25,25,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232,2.19722457733622
"451",466,31,183,6,"english","blue things",0.75,"red things",0.75,"green things",0.8,"solid things",0.3,"striped things",0.2,"polka-dotted things",0.25,211,231,231,"circle",323212,"True",1,3,2,2,8,8,NA,NA,NA,0.4,0.26667,0.33333,0.32609,0.32609,0.34783,0.33333,0.33333,0.33333,0.38824,0.33333,0.27843,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,323212,2.19622824770917
"452",467,31,1405,7,"english","solid things",0.75,"striped things",0.8,"polka-dotted things",0.8,"clouds",0.85,"circles",0.75,"squares",0.75,123,223,313,"green",322111,"True",3,2,1,22,23,21,0.3617,0.31915,0.31915,0.31915,0.34043,0.34043,NA,NA,NA,0.41011,0.29472,0.29517,0.30386,0.3628,0.33333,0.33333,0.33333,0.33333,1,0,0,0,0.66667,0.33333,0.33333,0.33333,0.33333,322111,2.20105097724894
"453",468,31,2052,8,"english","clouds",0.7,"circles",0.25,"squares",0.95,"solid things",0.75,"striped things",0.3,"polka-dotted things",0.35,331,111,221,"blue",321111,"True",3,1,2,9,1,5,0.36842,0.13158,0.5,0.53571,0.21429,0.25,NA,NA,NA,0.29485,0.29485,0.4103,0.29485,0.29485,0.4103,0.33333,0.33333,0.33333,0,0,1,0,0,1,0.33333,0.33333,0.33333,321111,2.19476084958897
"454",469,31,2380,9,"english","clouds",0.75,"circles",0.9,"squares",0.7,"blue things",0.25,"red things",0.9,"green things",0.85,132,112,122,"polka-dotted",113232,"False",2,1,3,16,10,13,0.31915,0.38298,0.29787,NA,NA,NA,0.125,0.45,0.425,0.33333,0.33333,0.33333,0.30979,0.30979,0.38043,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113232,2.19722457733622
"455",470,31,1452,10,"english","blue things",0.8,"red things",0.8,"green things",0.85,"solid things",0.15,"striped things",0.8,"polka-dotted things",0.7,321,131,111,"square",123211,"False",1,3,2,6,7,1,NA,NA,NA,0.09091,0.48485,0.42424,0.32653,0.32653,0.34694,0.29894,0.33333,0.36773,0.30959,0.38082,0.30959,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211,2.17071882705286
"456",471,31,590,11,"english","solid things",0.1,"striped things",0.7,"polka-dotted things",0.65,"clouds",0.3,"circles",0.3,"squares",0.75,233,133,132,"green",213212,"True",3,2,1,26,25,16,0.22222,0.22222,0.55556,0.06897,0.48276,0.44828,NA,NA,NA,0.28605,0.38062,0.33333,0.33333,0.33333,0.33333,0.33333,0.31942,0.34725,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213212,2.2017415134493
"457",472,31,1657,12,"english","solid things",0.6,"striped things",0.7,"polka-dotted things",0.95,"blue things",0.2,"red things",0.3,"green things",0.25,112,233,233,"cloud",121212,"False",1,2,3,10,26,26,NA,NA,NA,0.26667,0.31111,0.42222,0.26667,0.4,0.33333,0.36827,0.2984,0.33333,0.36827,0.33333,0.2984,0.33333,0.36827,0.2984,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121212,2.21442834692218
"458",473,31,1404,13,"english","clouds",0.8,"circles",0.4,"squares",0.8,"blue things",0.25,"red things",0.3,"green things",0.85,322,323,221,"striped",322111,"True",2,1,3,15,24,5,0.4,0.2,0.4,NA,NA,NA,0.17857,0.21429,0.60714,0.33333,0.30386,0.3628,0.33333,0.33333,0.33333,0.29517,0.41011,0.29472,0.33333,0,0.66667,0.33333,0.33333,0.33333,0,1,0,322111,2.23390341647882
"459",474,31,2188,14,"english","solid things",0.7,"striped things",0.75,"polka-dotted things",0.8,"clouds",0.25,"circles",0.25,"squares",0.3,221,332,112,"blue",121111,"False",3,2,1,5,18,10,0.3125,0.3125,0.375,0.31111,0.33333,0.35556,NA,NA,NA,0.30963,0.38075,0.30963,0.30963,0.38075,0.30963,0.36768,0.29899,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121111,2.21123915544834
"460",475,31,1368,15,"english","clouds",0.2,"circles",0.3,"squares",0.35,"solid things",0.3,"striped things",0.8,"polka-dotted things",0.25,322,313,331,"red",113211,"False",3,1,2,15,21,9,0.23529,0.35294,0.41176,0.22222,0.59259,0.18519,NA,NA,NA,0.33333,0.33333,0.33333,0.30979,0.38043,0.30979,0.30979,0.38043,0.30979,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113211,2.14875672137173
"461",476,31,177,16,"english","clouds",0.65,"circles",0.8,"squares",0.85,"blue things",0.25,"red things",0.2,"green things",0.65,323,322,322,"striped",323212,"True",2,1,3,24,15,15,0.28261,0.34783,0.36957,NA,NA,NA,0.22727,0.18182,0.59091,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.27843,0.38824,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,323212,2.1398481940436
"462",477,31,1139,17,"english","solid things",0.25,"striped things",0.25,"polka-dotted things",0.75,"blue things",0.25,"red things",0.7,"green things",0.75,312,321,321,"square",321212,"True",1,2,3,12,6,6,NA,NA,NA,0.2,0.2,0.6,0.14706,0.41176,0.44118,0.33333,0.33333,0.33333,0.38848,0.27819,0.33333,0.27819,0.38848,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,0.33333,321212,2.16633027886194
"463",478,31,695,18,"english","clouds",0.65,"circles",0.85,"squares",0.3,"solid things",0.25,"striped things",0.8,"polka-dotted things",0.8,121,331,112,"blue",212211,"True",3,1,2,4,9,10,0.36111,0.47222,0.16667,0.13514,0.43243,0.43243,NA,NA,NA,0.3705,0.33333,0.29616,0.31504,0.39826,0.28669,0.34727,0.3194,0.33333,0.66667,0.33333,0,0.35714,0.64286,0,0.33333,0.33333,0.33333,212211,2.17459842724919
"464",479,31,1746,19,"english","blue things",0.15,"red things",0.35,"green things",0.8,"solid things",0.3,"striped things",0.9,"polka-dotted things",0.75,312,332,131,"square",212112,"True",1,3,2,12,18,7,NA,NA,NA,0.15385,0.46154,0.38462,0.11538,0.26923,0.61538,0.31956,0.33333,0.3471,0.38052,0.33333,0.28615,0.31956,0.3471,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,212112,2.22953240093554
"465",480,31,662,20,"english","solid things",0.2,"striped things",0.3,"polka-dotted things",0.75,"blue things",0.3,"red things",0.7,"green things",0.7,133,111,332,"cloud",212211,"True",1,2,3,25,1,18,NA,NA,NA,0.16,0.24,0.6,0.17647,0.41176,0.41176,0.34727,0.33333,0.3194,0.29616,0.33333,0.3705,0.28669,0.31504,0.39826,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0.35714,0.64286,212211,2.12926406126599
"466",481,32,588,6,"English","clouds",0,"circles",0,"squares",1,"blue things",0,"red things",0.5,"green things",0,332,232,212,"polka-dotted",213212,"True",2,1,3,18,17,11,0,0,1,NA,NA,NA,0,1,0,0.33333,0.0312,0.63547,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213212,1.55200673954021
"467",482,32,2238,7,"English","clouds",0,"circles",0.5,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0.5,221,231,211,"blue",323211,"True",3,1,2,5,8,2,0,1,0,0,0.66667,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.02457,0.95086,0.02457,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0.33333,0.33333,323211,2.36760660348279
"468",483,32,555,8,"English","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0.5,121,131,331,"cloud",213212,"True",1,3,2,4,7,9,NA,NA,NA,0,0.66667,0.33333,1,0,0,0.33333,0.33333,0.33333,0.33333,0.63547,0.0312,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,213212,2.5566624032706
"469",484,32,1856,9,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,313,112,112,"square",123212,"False",1,3,2,21,10,10,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123212,2.19722457733622
"470",485,32,2053,10,"English","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",1,213,221,232,"circle",321111,"True",1,2,3,20,5,17,NA,NA,NA,1,0,0,0,0,1,0.33333,0.33333,0.33333,0.95086,0.02457,0.02457,0.02457,0.02457,0.95086,0.33333,0.33333,0.33333,1,0,0,0,0,1,321111,0.100779536197445
"471",486,32,413,11,"English","clouds",1,"circles",0,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0.5,123,213,313,"green",321112,"True",3,1,2,22,20,21,1,0,0,0,0.66667,0.33333,NA,NA,NA,0.95096,0.02452,0.02452,0.01676,0.64991,0.33333,0.33333,0.33333,0.33333,1,0,0,0,0.66667,0.33333,0.33333,0.33333,0.33333,321211,0.703770945561093
"472",487,32,798,12,"English","solid things",0,"striped things",0.5,"polka-dotted things",1,"clouds",1,"circles",0.5,"squares",0,132,312,311,"red",211212,"True",3,2,1,16,12,3,0.66667,0.33333,0,0,0.33333,0.66667,NA,NA,NA,0.63553,0.33333,0.03114,0.03114,0.33333,0.63553,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,0.33333,0.66667,0.33333,0.33333,0.33333,211212,1.33680080889138
"473",488,32,1558,13,"English","blue things",0,"red things",1,"green things",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",1,332,332,311,"square",322121,"True",1,3,2,18,18,3,NA,NA,NA,0,0.33333,0.66667,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.03211,0.33333,0.63456,0.03211,0.63456,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0.66667,0.33333,322121,1.33883817113233
"474",489,32,2219,14,"English","blue things",0,"red things",0,"green things",1,"solid things",0.5,"striped things",0.5,"polka-dotted things",1,133,132,131,"cloud",323211,"True",1,3,2,25,16,7,NA,NA,NA,0.25,0.25,0.5,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.02457,0.02457,0.95086,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,1,323211,1.14900205676683
"475",490,32,364,15,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,133,113,213,"polka-dotted",122132,"False",2,3,1,25,19,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123221,2.19722457733622
"476",491,32,628,16,"English","clouds",0.5,"circles",0.5,"squares",0.55,"blue things",0.5,"red things",0.5,"green things",0.5,212,222,131,"solid",112121,"False",2,1,3,11,14,7,0.32258,0.32258,0.35484,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112121,2.19722457733622
"477",492,32,1771,17,"English","blue things",0.5,"red things",0,"green things",0,"clouds",0.75,"circles",0,"squares",0.5,121,121,221,"striped",322132,"True",2,3,1,4,4,5,0.6,0,0.4,NA,NA,NA,1,0,0,0.63463,0.03204,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.81088892214386
"478",493,32,549,18,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,223,123,322,"circle",112132,"False",1,2,3,23,22,15,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,2.19722457733622
"479",494,32,2354,19,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,121,221,321,"cloud",113232,"False",1,3,2,4,5,6,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113232,2.19722457733622
"480",495,32,1629,20,"English","blue things",1,"red things",0.5,"green things",0,"clouds",1,"circles",0.5,"squares",0,121,323,332,"striped",211112,"True",2,3,1,4,24,18,0.66667,0.33333,0,NA,NA,NA,0.66667,0.33333,0,0.63547,0.33333,0.0312,0.33333,0.33333,0.33333,0.65014,0.3331,0.01676,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.69231,0.30769,0,211211,1.32195295269258
"481",496,33,1936,6,"English","clouds",0.55,"circles",1,"squares",0,"blue things",0,"red things",1,"green things",0.5,222,311,331,"striped",111212,"False",2,1,3,14,3,9,0.35484,0.64516,0,NA,NA,NA,0,0.66667,0.33333,0.33333,0.66556,0.00111,0.00329,0.99342,0.00329,0.00111,0.66556,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111212,1.29011560712126
