"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik","FeatTypeOrder.1","FeatTypeOrder.2","FeatTypeOrder.3","FeatValueOrders.1","FeatValueOrders.2","FeatValueOrders.3","FeatValueOrders.4","FeatValueOrders.5","FeatValueOrders.6","FeatValueOrders.7","FeatValueOrders.8","FeatValueOrders.9"
"403", 403, 418,27,1448,18,"English","solid things",0.00,"striped things",1.00,"polka-dotted things",0.00,"blue things",0.00,"red things",0.00,"green things",0.50,123,113,131,"cloud",322111, TRUE,1,2,3,22,19, 7,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.9854801,0.014519927,NA,0.9853800,0.007310000,0.007310000,322111,0,1,3,2,0,1,2,2,0,1,1,0,2
"404", 404, 419,27, 338,19,"English","clouds",0.00,"circles",0.00,"squares",1.00,"solid things",0.50,"striped things",0.00,"polka-dotted things",0.00,312,112,213,"red",213211, TRUE,3,1,2,12,10,20,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,0.00000000,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.6666700,0.0000000,0.3333300,0.9840701,0.015929920,NA,1.0000000,NA,NA,0.9846700,0.007300000,0.008030000,213211,0,3,2,1,1,2,0,0,1,2,2,0,1
"405", 405, 420,27,1540,20,"English","solid things",0.00,"striped things",1.00,"polka-dotted things",0.05,"clouds",0.00,"circles",0.00,"squares",0.50,323,313,113,"green",322112, TRUE,3,2,1,24,21,19,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9854801,0.014519927,NA,0.9926350,0.007364963,NA,322112,0,3,1,2,2,0,1,2,0,1,1,0,2
"406", 406, 421,28, 175, 6,"english","solid things",0.45,"striped things",0.55,"polka-dotted things",0.50,"blue things",0.50,"red things",0.95,"green things",0.50,222,223,223,"circle",323212, TRUE,1,2,3,14,23,23,NA,NA,NA,1.0000000,NA,NA,0.6551729,0.34482712,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5837971,0.416202919,NA,323212,0,1,2,3,1,0,2,1,0,2,1,2,0
"407", 407, 422,28, 420, 7,"english","clouds",0.50,"circles",0.50,"squares",0.85,"blue things",0.50,"red things",0.50,"green things",0.80,323,121,221,"striped",321112, TRUE,2,1,3,24, 4, 5,NA,NA,NA,0.6153804,0.38461964,NA,0.4594600,0.27027000,0.27027000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.5837971,0.416202919,NA,0.4122341,0.293882939,0.293882939,321211,0,2,3,1,1,0,2,2,0,1,2,0,1
"408", 408, 423,28,1755, 8,"english","blue things",0.50,"red things",0.50,"green things",0.50,"clouds",0.65,"circles",0.50,"squares",0.50,131,131,331,"polka-dotted",322132, TRUE,2,3,1, 7, 7, 9,NA,NA,NA,1.0000000,NA,NA,0.5652180,0.43478198,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5457355,0.454264543,NA,323221,0,2,3,1,2,0,1,0,1,2,0,2,1
"409", 409, 424,28, 885, 9,"english","blue things",0.50,"red things",0.50,"green things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,113,131,223,"solid",112122,FALSE,2,3,1,19, 7,23,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3441934,0.327903279,0.327903279,0.5070051,0.492994930,NA,0.5070051,0.492994930,NA,112122,0,2,1,3,0,2,1,0,1,2,2,0,1
"410", 410, 425,28,1975,10,"english","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,233,233,233,"green",323232,FALSE,3,1,2,26,26,26,NA,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,323232,0,3,2,1,2,0,1,2,0,1,1,0,2
"411", 411, 426,28,1444,11,"english","clouds",0.35,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,311,111,221,"blue",322111, TRUE,3,1,2, 3, 1, 5,NA,NA,NA,0.5000000,0.50000000,NA,0.3703700,0.25926000,0.37037000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.5457355,0.454264543,NA,0.4122341,0.293882939,0.293882939,322111,0,3,2,1,0,1,2,0,1,2,2,0,1
"412", 412, 427,28, 197,12,"english","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"clouds",0.55,"circles",0.50,"squares",0.50,111,131,131,"blue",323212, TRUE,3,2,1, 1, 7, 7,NA,NA,NA,1.0000000,NA,NA,0.5000000,0.50000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5837971,0.416202919,NA,323212,0,3,1,2,0,1,2,0,1,2,0,2,1
"413", 413, 428,28, 863,13,"english","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,232,331,122,"circle",112122,FALSE,1,2,3,17, 9,13,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3441934,0.327903279,0.327903279,0.5070051,0.492994930,NA,0.5070051,0.492994930,NA,112122,0,1,2,3,1,2,0,2,1,0,1,0,2
"414", 414, 429,28,1292,14,"english","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,223,331,112,"green",111111,FALSE,3,2,1,23, 9,10,NA,NA,NA,0.3333333,0.33333333,0.33333333,0.3333333,0.33333333,0.33333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3441934,0.327903279,0.327903279,0.3441934,0.327903279,0.327903279,0.3441934,0.327903279,0.327903279,111111,0,3,2,1,2,0,1,1,2,0,1,2,0
"415", 415, 430,28, 865,15,"english","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,213,221,112,"green",112122,FALSE,3,2,1,20, 5,10,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3441934,0.327903279,0.327903279,0.5070051,0.492994930,NA,0.5070051,0.492994930,NA,112122,0,3,2,1,2,1,0,0,1,2,1,0,2
"416", 416, 431,28, 782,16,"english","blue things",0.50,"red things",0.50,"green things",0.80,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,133,112,212,"cloud",211212, TRUE,1,3,2,25,10,11,NA,NA,NA,0.5000000,0.50000000,NA,0.6153804,0.38461964,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5037950,0.496204962,NA,0.5640956,0.435904359,NA,0.5640956,0.435904359,NA,211212,0,1,2,3,0,1,2,2,0,1,2,1,0
"417", 417, 432,28, 467,17,"english","clouds",0.50,"circles",0.65,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.75,232,112,321,"red",211111, TRUE,3,1,2,17,10, 6,NA,NA,NA,0.4285743,0.28571286,0.28571286,0.3939400,0.30303000,0.30303000,0.5000000,0.5000000,NA,0.6666700,0.0000000,0.3333300,0.6666700,0.0000000,0.3333300,0.5037950,0.496204962,NA,0.3911600,0.278870000,0.329970000,0.3911600,0.278870000,0.329970000,211111,0,3,2,1,1,0,2,2,0,1,1,0,2
"418", 418, 433,28, 776,18,"english","blue things",0.50,"red things",0.50,"green things",0.65,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.75,133,112,312,"cloud",211212, TRUE,1,3,2,25,10,12,NA,NA,NA,0.6000028,0.39999720,NA,0.5652180,0.43478198,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5037950,0.496204962,NA,0.5640956,0.435904359,NA,0.5640956,0.435904359,NA,211212,0,1,2,3,0,2,1,2,0,1,2,1,0
"419", 419, 434,28, 788,19,"english","blue things",0.70,"red things",0.50,"green things",0.50,"clouds",0.50,"circles",0.60,"squares",0.50,231,332,312,"polka-dotted",211212, TRUE,2,3,1, 8,18,12,NA,NA,NA,0.5454545,0.45454545,NA,0.5833286,0.41667139,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5037950,0.496204962,NA,0.5640956,0.435904359,NA,0.5640956,0.435904359,NA,211212,0,2,1,3,2,0,1,1,2,0,0,1,2
"420", 420, 435,28, 497,20,"english","clouds",0.50,"circles",0.50,"squares",0.65,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.65,332,222,111,"red",211111, TRUE,3,1,2,18,14, 1,NA,NA,NA,0.3939400,0.30303000,0.30303000,0.3939400,0.30303000,0.30303000,0.5000000,0.5000000,NA,0.6666700,0.0000000,0.3333300,0.6666700,0.0000000,0.3333300,0.5037950,0.496204962,NA,0.3911600,0.278870000,0.329970000,0.3911600,0.278870000,0.329970000,211111,0,3,2,1,1,0,2,2,1,0,2,1,0
"421", 421, 436,29, 853, 6,"English","blue things",0.50,"red things",0.70,"green things",0.50,"solid things",0.50,"striped things",0.60,"polka-dotted things",0.50,322,121,232,"square",112122,FALSE,1,3,2,15, 4,17,NA,NA,NA,0.5454545,0.45454545,NA,0.5833286,0.41667139,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.4080459,0.295977040,0.295977040,0.5434173,0.456582717,NA,0.5434173,0.456582717,NA,112122,0,1,2,3,2,0,1,1,2,0,1,0,2
"422", 422, 437,29, 278, 7,"English","clouds",0.50,"circles",0.70,"squares",0.50,"solid things",0.65,"striped things",0.50,"polka-dotted things",0.50,211,121,213,"blue",212222, TRUE,3,1,2, 2, 4,20,NA,NA,NA,0.5652180,0.43478198,NA,0.5833286,0.41667139,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5423673,0.457632712,NA,0.5455773,0.454422728,NA,0.5455773,0.454422728,NA,212222,0,3,2,1,0,2,1,0,1,2,1,0,2
"423", 423, 438,29, 903, 8,"English","solid things",0.50,"striped things",0.60,"polka-dotted things",0.50,"clouds",0.50,"circles",0.50,"squares",0.65,323,323,112,"green",212121,FALSE,3,2,1,24,24,10,NA,NA,NA,0.5454545,0.45454545,NA,0.5652180,0.43478198,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5423673,0.457632712,NA,0.5423673,0.457632712,NA,0.5423673,0.457632712,NA,212121,0,3,2,1,2,1,0,1,0,2,2,0,1
"424", 424, 439,29,1607, 9,"English","blue things",0.50,"red things",0.50,"green things",0.70,"solid things",0.50,"striped things",0.60,"polka-dotted things",0.50,123,132,331,"cloud",211112, TRUE,1,3,2,22,16, 9,NA,NA,NA,0.5454545,0.45454545,NA,0.4117600,0.29412000,0.29412000,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.6666700,0.0000000,0.3333300,0.5423673,0.457632712,NA,0.5806921,0.419307903,NA,0.4091341,0.294162942,0.296702967,211211,0,1,2,3,0,2,1,1,2,0,2,1,0
"425", 425, 440,29, 301,10,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.60,"blue things",0.55,"red things",0.50,"green things",0.50,131,132,333,"cloud",213211, TRUE,1,2,3, 7,16,27,NA,NA,NA,1.0000000,NA,NA,0.3548400,0.32258000,0.32258000,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.6666700,0.0000000,0.3333300,0.5423673,0.457632712,NA,1.0000000,NA,NA,0.4091341,0.294162942,0.296702967,213211,0,1,2,3,0,2,1,2,0,1,0,1,2
"426", 426, 441,29,1785,11,"English","solid things",0.50,"striped things",0.60,"polka-dotted things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,223,223,233,"green",322132, TRUE,3,2,1,23,23,26,NA,NA,NA,1.0000000,NA,NA,0.5454545,0.45454545,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5445123,0.455487723,NA,323221,0,3,1,2,2,0,1,1,0,2,1,2,0
"427", 427, 442,29, 483,12,"English","blue things",0.50,"red things",0.60,"green things",0.50,"solid things",0.65,"striped things",0.50,"polka-dotted things",0.50,112,131,223,"cloud",211111, TRUE,1,3,2,10, 7,23,NA,NA,NA,0.3939400,0.30303000,0.30303000,0.3750000,0.31250000,0.31250000,0.5000000,0.5000000,NA,0.6666700,0.0000000,0.3333300,0.6666700,0.0000000,0.3333300,0.5423673,0.457632712,NA,0.4091341,0.294162942,0.296702967,0.4091341,0.294162942,0.296702967,211111,0,1,2,3,0,1,2,0,2,1,1,0,2
"428", 428, 443,29,1717,13,"English","clouds",0.50,"circles",0.50,"squares",0.60,"blue things",0.60,"red things",0.50,"green things",0.40,321,323,213,"striped",212112, TRUE,2,1,3, 6,24,20,NA,NA,NA,0.5454545,0.45454545,NA,0.5999970,0.40000300,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.5423673,0.457632712,NA,0.5423673,0.457632712,NA,0.5806921,0.419307903,NA,212112,0,2,1,3,1,0,2,2,1,0,0,2,1
"429", 429, 444,29,1782,14,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.60,"green things",0.40,312,312,313,"square",322132, TRUE,1,2,3,12,12,21,NA,NA,NA,1.0000000,NA,NA,0.5999970,0.40000300,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5445123,0.455487723,NA,323221,0,1,2,3,2,0,1,0,1,2,1,2,0
"430", 430, 445,29,2173,15,"English","blue things",0.50,"red things",0.55,"green things",0.50,"clouds",0.40,"circles",0.60,"squares",0.45,212,323,121,"solid",121111,FALSE,2,3,1,11,24, 4,NA,NA,NA,0.4137941,0.31034310,0.27586276,0.3548400,0.32258000,0.32258000,0.5000000,0.5000000,NA,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.5795971,0.420402898,NA,0.4080459,0.295977040,0.295977040,0.4080459,0.295977040,0.295977040,121111,0,2,1,3,0,1,2,1,2,0,1,2,0
"431", 431, 446,29,2360,16,"English","clouds",0.45,"circles",0.50,"squares",0.50,"solid things",0.60,"striped things",0.50,"polka-dotted things",0.50,112,113,111,"red",113232,FALSE,3,1,2,10,19, 1,NA,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.3333333,0.3333333,0.3333333,1.0000000,NA,NA,1.0000000,NA,NA,0.4080459,0.295977040,0.295977040,1.0000000,NA,NA,1.0000000,NA,NA,113232,0,3,2,1,1,2,0,0,1,2,0,1,2
"432", 432, 447,29,1000,17,"English","clouds",0.45,"circles",0.40,"squares",0.60,"solid things",0.60,"striped things",0.50,"polka-dotted things",0.30,311,232,132,"blue",121112,FALSE,3,1,2, 3,17,16,NA,NA,NA,0.6666615,0.33333852,NA,0.4137941,0.27586276,0.31034310,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3333333,0.3333333,0.3333333,0.5795971,0.420402898,NA,0.5795971,0.420402898,NA,0.4080459,0.295977040,0.295977040,121211,0,3,2,1,0,1,2,0,2,1,2,1,0
"433", 433, 448,29, 286,18,"English","blue things",0.50,"red things",0.50,"green things",0.60,"solid things",0.50,"striped things",0.60,"polka-dotted things",0.50,223,231,123,"circle",212222, TRUE,1,3,2,23, 8,22,NA,NA,NA,0.5454545,0.45454545,NA,0.5454545,0.45454545,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5423673,0.457632712,NA,0.5455773,0.454422728,NA,0.5455773,0.454422728,NA,212222,0,1,2,3,1,0,2,1,2,0,2,0,1
"434", 434, 449,29, 576,19,"English","solid things",0.50,"striped things",0.45,"polka-dotted things",0.50,"blue things",0.40,"red things",0.50,"green things",0.55,123,121,321,"cloud",213212, TRUE,1,2,3,22, 4, 6,NA,NA,NA,1.0000000,NA,NA,0.5789490,0.42105102,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,0.5423673,0.457632712,NA,1.0000000,NA,NA,0.5806921,0.419307903,NA,213212,0,1,2,3,0,2,1,1,0,2,2,0,1
"435", 435, 450,29, 335,20,"English","solid things",0.45,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.60,"green things",0.50,112,111,213,"cloud",213211, TRUE,1,2,3,10, 1,20,NA,NA,NA,1.0000000,NA,NA,0.3750000,0.31250000,0.31250000,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.6666700,0.0000000,0.3333300,0.5423673,0.457632712,NA,1.0000000,NA,NA,0.4091341,0.294162942,0.296702967,213211,0,1,2,3,0,1,2,0,1,2,1,0,2
"436", 436, 451,30,1790, 6,"English","solid things",0.50,"striped things",0.70,"polka-dotted things",0.20,"blue things",0.50,"red things",0.00,"green things",0.00,121,121,111,"cloud",322132, TRUE,1,2,3, 4, 4, 1,NA,NA,NA,1.0000000,NA,NA,0.5833353,0.41666472,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9667152,0.033284834,NA,323221,0,1,3,2,0,1,2,0,1,2,1,0,2
"437", 437, 452,30, 162, 7,"English","blue things",0.00,"red things",0.50,"green things",0.00,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.00,312,332,332,"square",323212, TRUE,1,3,2,12,18,18,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9827801,0.017219914,NA,323212,0,1,3,2,2,0,1,1,0,2,0,2,1
"438", 438, 453,30,2094, 8,"English","solid things",0.00,"striped things",1.00,"polka-dotted things",0.00,"clouds",1.00,"circles",0.00,"squares",0.00,121,231,311,"blue",321111, TRUE,3,2,1, 4, 8, 3,NA,NA,NA,1.0000000,0.00000000,0.00000000,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.9661597,0.016920169,0.016920169,0.9661597,0.016920169,0.016920169,321111,0,3,2,1,0,1,2,1,2,0,0,1,2
"439", 439, 454,30,1759, 9,"English","clouds",0.00,"circles",1.00,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,222,222,122,"red",322132, TRUE,3,1,2,14,14,13,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9667152,0.033284834,NA,323221,0,3,2,1,1,0,2,1,0,2,1,0,2
"440", 440, 455,30,  99,10,"English","clouds",0.50,"circles",0.50,"squares",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,122,133,231,"striped",122111,FALSE,2,1,3,13,25, 8,NA,NA,NA,0.5000000,0.50000000,NA,0.3333333,0.33333333,0.33333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,0.3333333,0.333333333,0.333333333,122111,0,2,1,3,1,2,0,0,1,2,1,2,0
"441", 441, 456,30,  41,11,"English","blue things",0.50,"red things",0.50,"green things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,111,321,322,"solid",122112,FALSE,2,3,1, 1, 6,15,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,122112,0,2,3,1,0,1,2,0,1,2,0,2,1
"442", 442, 457,30,1679,12,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,312,233,233,"red",121212,FALSE,3,1,2,12,26,26,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,121212,0,3,2,1,1,2,0,0,2,1,2,1,0
"443", 443, 458,30,1442,13,"English","solid things",0.00,"striped things",1.00,"polka-dotted things",0.00,"blue things",0.50,"red things",0.00,"green things",1.00,323,333,312,"square",322111, TRUE,1,2,3,24,27,12,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.9667152,0.033284834,NA,0.9661597,0.016920169,0.016920169,322111,0,1,3,2,2,0,1,2,1,0,1,2,0
"444", 444, 459,30,1518,14,"English","solid things",0.00,"striped things",1.00,"polka-dotted things",0.50,"blue things",1.00,"red things",0.50,"green things",0.00,121,123,113,"cloud",322112, TRUE,1,2,3, 4,22,19,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9667152,0.033284834,NA,0.9827801,0.017219914,NA,322112,0,1,2,3,0,1,2,1,0,2,0,2,1
"445", 445, 460,30, 588,15,"English","clouds",0.50,"circles",0.00,"squares",1.00,"blue things",0.50,"red things",0.50,"green things",0.50,332,232,212,"polka-dotted",213212, TRUE,2,1,3,18,17,11,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,0.5000000,0.500000000,NA,1.0000000,NA,NA,0.9672402,0.032759836,NA,213212,0,2,3,1,2,0,1,1,0,2,2,1,0
"446", 446, 461,30, 535,16,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,322,321,333,"red",112132,FALSE,3,1,2,15, 6,27,NA,NA,NA,1.0000000,NA,NA,0.5000000,0.50000000,NA,0.3333333,0.3333333,0.3333333,1.0000000,NA,NA,0.5000000,0.5000000,NA,0.3333333,0.333333333,0.333333333,1.0000000,NA,NA,0.5000000,0.500000000,NA,113221,0,3,1,2,1,0,2,2,0,1,1,2,0
"447", 447, 462,30,1780,17,"English","blue things",1.00,"red things",0.00,"green things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,221,221,222,"striped",322132, TRUE,2,3,1, 5, 5,14,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9667152,0.033284834,NA,323221,0,2,1,3,1,0,2,1,0,2,0,1,2
"448", 448, 463,30,1636,18,"English","blue things",0.50,"red things",1.00,"green things",0.00,"solid things",1.00,"striped things",0.50,"polka-dotted things",0.00,312,333,131,"square",211112, TRUE,1,3,2,12,27, 7,NA,NA,NA,1.0000000,0.00000000,NA,0.6666700,0.00000000,0.33333000,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.6666700,0.0000000,0.3333300,0.5000000,0.500000000,NA,0.9672402,0.032759836,NA,0.6551900,0.011480000,0.333330000,211211,0,1,2,3,2,0,1,0,2,1,1,2,0
"449", 449, 464,30, 259,19,"English","clouds",1.00,"circles",0.00,"squares",0.50,"solid things",1.00,"striped things",0.50,"polka-dotted things",0.00,113,233,112,"green",212222, TRUE,3,1,2,19,26,10,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5000000,0.500000000,NA,0.9825098,0.017490175,NA,0.9825098,0.017490175,NA,212222,0,3,2,1,2,1,0,0,2,1,0,1,2
"450", 450, 465,30,2306,20,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,233,133,133,"circle",123232,FALSE,1,3,2,26,25,25,NA,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5000000,0.500000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,123232,0,1,2,3,1,0,2,2,0,1,2,0,1
"451", 451, 466,31, 183, 6,"english","blue things",0.75,"red things",0.75,"green things",0.80,"solid things",0.30,"striped things",0.20,"polka-dotted things",0.25,211,231,231,"circle",323212, TRUE,1,3,2, 2, 8, 8,NA,NA,NA,1.0000000,NA,NA,0.5454570,0.45454298,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5831221,0.416877916,NA,323212,0,1,3,2,1,0,2,0,1,2,0,2,1
"452", 452, 467,31,1405, 7,"english","solid things",0.75,"striped things",0.80,"polka-dotted things",0.80,"clouds",0.85,"circles",0.75,"squares",0.75,123,223,313,"green",322111, TRUE,3,2,1,22,23,21,NA,NA,NA,0.5161315,0.48386852,NA,0.3617000,0.31915000,0.31915000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.5453305,0.454669547,NA,0.4115600,0.294220000,0.294220000,322111,0,3,2,1,2,0,1,1,0,2,0,1,2
"453", 453, 468,31,2052, 8,"english","clouds",0.70,"circles",0.25,"squares",0.95,"solid things",0.75,"striped things",0.30,"polka-dotted things",0.35,331,111,221,"blue",321111, TRUE,3,1,2, 9, 1, 5,NA,NA,NA,0.2500000,0.53571000,0.21429000,0.5000000,0.36842000,0.13158000,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.4115600,0.294220000,0.294220000,0.4115600,0.294220000,0.294220000,321111,0,3,2,1,0,1,2,2,0,1,2,0,1
